"TARGET","CCONJ","ADV","ADJ","modifier","comma","id","corpus"
"permanent","but",NA,"minor",NA,0,"text100","Actually, iiirc he had a full recovery with only a bit of permanent but minor nerve pain."
"permanent","but",NA,"enough",NA,0,"text1017","Practice makes permanent but enough practice makes you permanently good."
"permanent","but",NA,"ut",NA,0,"text1039","Before GER was Permanent but ut was changed to balance The game and also so you could use both GE and GER.I think with the rework is better you can use both"
"permanent","but",NA,"preventable",NA,0,"text1055","If clinics are closed and people have to watch their pets slowly suffer and die or suffer permanent but preventable damage, that would be truly horrible."
"permanent","but",NA,"holy","not",1,"text1096","P.S. my cervix moved back to a normal position in a few days, so the damage wasn’t permanent, but holy s$&amp;@!"
"permanent",NA,NA,NA,NA,0,"text111","Some of these adaptations are very transient and short term (regulatory response), some semi-permanent but potentially modifiable (epigenetic), some fully fixed and permanent (epigenetic)."
"permanent","but",NA,"cheap","not",1,"text1129","Not permanent, but cheaper than a new car."
"permanent","but","not","sure",NA,0,"text1139","Yeah the final reward title is permanent but not sure if its worth all the effort."
"permanent","but",NA,"manageable","basically",0,"text1140","Regardless, there are things he can do about it to manage his glucose better, and there are some things he cannot change -- so, diabetes is basically permanent but manageable for most people."
"permanent","but",NA,"most",NA,1,"text1155","Some of the effects can be permanent, but most aren't."
"permanent","but",NA,"bare",NA,0,"text1156","A space marine or someone with some high powered weapons could do something permanent but bare hands and base human anatomy aren't going to be enough to overcome dark eldar magiks and the greatest imperium medical sciences."
"permanent","but","not","sure","more",1,"text1158","I do need to do something more permanent, but not sure how much longer I'll be living in this house."
"permanent","but",NA,"depreciate","not",0,"text1198","Savings are not only not permanent but depreciate unless you can show me a savings account that beats inflation over a 50 year period."
"permanent","but","less","optimal",NA,0,"text1206","they released Archaeology in Runescape 3 and it's kinda fun  it's annoying having to fight over the damn resource nodes, but at least there's a permanent but less optimal option for getting the resources as well"
"permanent","but",NA,"likely","not",0,"text1209","Probably not permanent but likely to outlast Covid19 unless it undergoes serious mutations, which it normally doesn't because its well conserved as opposed to influenza which mutates all the time."
"permanent","but",NA,"epoxy",NA,1,"text122","It's permanent, but epoxy won't give out if done right."
"permanent","but",NA,"only","even",0,"text1230","They’re showing great progress in studies for “resetting” the brain  It’s also possible what you’re feeling could be semi or even permanent but only time will tell."
"permanent","but","even","short","hopefully",0,"text1244","Herd Immunity is being trashed at the moment by the press but actually it's a key part of ending the epidemic and transitioning this virus to being endemic (endemic basically means always there in the population like the common cold, but spreading slowly back and forth and causing far fewer problems)  Eventually Herd Immunity will hopefully help protect the population because once enough people have had the virus, they should have some immunity (hopefully permanent but even short term will help) which has a big impact on slowing transmission long term."
"permanent","but",NA,"psyonix",NA,0,"text1254","Everyone wants it to be permanent but psyonix won't listen 😭😭"
"permanent","but",NA,"intermittent","not",0,"text1306","The shortness of breath was not permanent but intermittent and it did not concern me too much as I was not making crackling noises when I was breathing."
"permanent","but",NA,"small",NA,1,"text1320","Recession is permanent, but small pockets and bleeding gums will heal nicely once cleaned out"
"permanent","but",NA,"orange",NA,0,"text1326","Domt forget the last admin Obama and co, expanded on it and made permanent but orange man bad!"
"permanent","but",NA,"idk","more",0,"text1344","Was talking to someone who is working on this and he said the merv13 was the disposable part, and a cloth backing should be more permanent but idk how much i like that idea."
"permanent","but",NA,"hebrew",NA,1,"text1345","How heathen slaves were permanent, but Hebrew slaves were to only be kept for 7 years, but there is a way to trick them into being kept for life."
"permanent","but",NA,"slow",NA,1,"text1362","Royalty is considered the easy mode because it starts with a Silver Catalyst (weaker than a Wooden Catalyst, but increases max MP while held) and Fragrant Ring, which confers permanent, but slow MP regeneration."
"permanent","but",NA,"temporary","not",0,"text1392","Thats the thing.If it is rewarding and fun the price will just go down again after some time because many people are also doing it.The only way to make it still valuable is if the item is not permanent but temporary,so that when it is gone you need to buy more to replenish it so that the market isnt overrun by supply"
"permanent","but",NA,"untenured",NA,0,"text1423","Ours has Tenure-track faculty with loads ranging from 2/2 (two classes each semester) to 0/1 (one class a year) and a parallel (permanent but untenured) track with loads of 3/3, and some contingent 3-5 year contract faculty that teach 4/4."
"permanent","but",NA,"virtual","not",0,"text1434","When you connect using vpn : A tunnel is created and that is from source (you) to destination , this tunnel is not permanent but virtual."
"permanent","but",NA,"complex","not",0,"text1436","The ptomiac dynasty is still fits with my ideas of ever evolving culture that isn't permanent but complex,the average citizens didn't identify as greek but as egyptian and where egyptian in that stage of egyptian culture."
"permanent","but",NA,"much",NA,1,"text1437","This is \"eternal\" punishment insomuch that its results are permanent, but much like capital punishment here on earth, the process is temporary but the results are everlasting (non-existence with no second chances)."
"permanent","but","so","many","not",0,"text1449","They say it's not permanent but so many people have quit over the situation that now I'm thinking we're going to be shut down and I won't know what to do."
"permanent","but",NA,"manageable",NA,0,"text1450","I reduced my thyroid hormone dose but the dysautonomia stuck around and is permanent but manageable."
"permanent","but","still","removable","more",0,"text1469","I wondered if this was still a thing and then realized plastidip has been very popular as a more permanent but still removable version of this for years now."
"permanent","but",NA,"temporary",NA,0,"text1476","My suggestion would be to temporarily move to a share house or such to get a sort-of permanent but temporary address."
"permanent","but","not","impossible",NA,0,"text1479","It's very unlikely to be permanent but not impossible."
"permanent","but","definitely","substantial","necessarily",1,"text1485","Not necessarily permanent, but definitely substantial long term damage for them to make that comment. 20 years they might be fine 🤷‍♂️"
"permanent","but",NA,"most",NA,0,"text15","Also life is permanent but most of problems are temporary so one shouldn't give in just for a little part of his life"
"permanent","but",NA,"undownloadable",NA,0,"text1504","yup i just read after eating. it will be end of june. hope it's permanent but undownloadable but it is still a win"
